ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3003950	msbA	2423	protein homolog model	Citrobacter youngae	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter hormaechei	0	99.62	99.33	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella sonnei	0	4.26	100	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia fergusonii	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia albertii	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter chengduensis	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Citrobacter portucalensis	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Leclercia adecarboxylata	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Vibrio cholerae	0	0.09	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter kobei	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Citrobacter koseri	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter cloacae	0	98.22	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Serratia marcescens	0	0.18	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Klebsiella quasipneumoniae	0	99.05	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Klebsiella huaxiensis	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Kosakonia arachidis	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter roggenkampii	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Klebsiella pneumoniae	0	99.31	99.43	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Acinetobacter baumannii	0	0.09	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Staphylococcus aureus	0	0.03	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia coli	0	23.92	43.91	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia coli	0	35.38	57.85	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Listeria monocytogenes	0	0.03	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Proteus mirabilis	0	0.52	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Klebsiella oxytoca	0	0.78	0	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella sonnei	0	99.69	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella dysenteriae	0	72.41	90.91	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella dysenteriae	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella flexneri	0	96.86	94.12	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Enterobacter asburiae	0	99.15	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Stenotrophomonas maltophilia	0	0.22	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Citrobacter werkmanii	0	100	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Acinetobacter junii	0	1.82	0	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella boydii	0	75.86	92.86	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Shigella boydii	0	94.25	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Cronobacter sakazakii	0	99.19	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia fergusonii	0	5	0	0	perfect	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Escherichia marmotae	0	96.3	100	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003950	msbA	2423	protein homolog model	Klebsiella michiganensis	0	98.8	97.37	0	perfect_strict	antibiotic efflux; nitroimidazole antibiotic
ARO:3003952	yojI	2424	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Mycobacterium avium	0	0.63	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella boydii	0	8.05	14.29	0	perfect	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Escherichia albertii	0	100	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Escherichia fergusonii	0	100	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Escherichia marmotae	0	96.3	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Escherichia coli	0	4.66	13.12	0	perfect	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella sonnei	0	0.93	0	0	perfect	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella boydii	0	96.55	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella flexneri	0	98.82	94.12	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Stenotrophomonas maltophilia	0	0.22	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Klebsiella pneumoniae	0	0.11	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella dysenteriae	0	100	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Enterococcus faecium	0	0.06	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Serratia marcescens	0	0.18	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Staphylococcus aureus	0	0.01	0.14	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Salmonella enterica	0	0.4	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Escherichia coli	0.01	35.27	57.56	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Klebsiella oxytoca	0	1.56	0	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella sonnei	0	99.38	100	0	perfect_strict	antibiotic efflux; peptide antibiotic
ARO:3003952	yojI	2424	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect	antibiotic efflux; peptide antibiotic
ARO:3003953	hmrM	2425	protein homolog model	Haemophilus influenzae	0	0	1.45	0	perfect	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic
ARO:3003953	hmrM	2425	protein homolog model	Haemophilus influenzae	0	99.41	97.1	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic
ARO:3003953	hmrM	2425	protein homolog model	Streptococcus pneumoniae	0	0.01	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic
ARO:3003954	efmA	2426	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Enterococcus faecium	0	92.26	92.13	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Enterococcus faecalis	0	0.21	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Enterococcus faecium	0	69.76	76.85	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003954	efmA	2426	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3003955	efpA	2427	protein homolog model	Mycobacterium tuberculosis	0	95.1	90.43	0	perfect	antibiotic efflux; isoniazid; rifamycin antibiotic
ARO:3003955	efpA	2427	protein homolog model	Mycobacterium tuberculosis	0	99.43	100	0	perfect_strict	antibiotic efflux; isoniazid; rifamycin antibiotic
ARO:3003961	farA	2428	protein homolog model	Neisseria meningitidis	0	98.35	100	0	perfect_strict	antibacterial free fatty acids; antibiotic efflux
ARO:3003961	farA	2428	protein homolog model	Neisseria meningitidis	0	13.7	5.47	0	perfect	antibacterial free fatty acids; antibiotic efflux
ARO:3003961	farA	2428	protein homolog model	Neisseria gonorrhoeae	0	99.69	100	0	perfect_strict	antibacterial free fatty acids; antibiotic efflux
ARO:3003962	farB	2429	protein homolog model	Neisseria meningitidis	0	98.66	100	0	perfect_strict	antibacterial free fatty acids; antibiotic efflux
ARO:3003962	farB	2429	protein homolog model	Salmonella enterica	0	0.01	0	0	perfect_strict	antibacterial free fatty acids; antibiotic efflux
ARO:3003962	farB	2429	protein homolog model	Neisseria gonorrhoeae	0	99.69	100	0	perfect_strict	antibacterial free fatty acids; antibiotic efflux
ARO:3003962	farB	2429	protein homolog model	Neisseria meningitidis	0	5.92	4.69	0	perfect	antibacterial free fatty acids; antibiotic efflux
ARO:3003964	hp1181	2430	protein homolog model	Helicobacter pylori	0	3.3	4.58	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; nitroimidazole antibiotic; tetracycline antibiotic
ARO:3003964	hp1181	2430	protein homolog model	Helicobacter pylori	0	99.64	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; nitroimidazole antibiotic; tetracycline antibiotic
ARO:3003967	lrfA	2433	protein homolog model	Mycobacterium tuberculosis	0	0.02	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3003969	lmrP	2435	protein homolog model	Streptococcus pyogenes	0	98.53	99.1	0	perfect_strict	antibiotic efflux; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003969	lmrP	2435	protein homolog model	Streptococcus pyogenes	0	20.64	8.52	0	perfect	antibiotic efflux; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3003971	erm(44)	2445	protein homolog model	Staphylococcus saprophyticus	0	4.85	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3003978	Chlamydomonas reinhardtii 16S rRNA mutation in the rrnS gene conferring resistance to streptomycin	2482	rRNA gene variant model	Streptococcus agalactiae	0	0.09	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration; glycopeptide antibiotic; glycylcycline; nucleoside antibiotic; peptide antibiotic; tetracycline antibiotic
ARO:3003982	LlmA 23S ribosomal RNA methyltransferase	2519	protein homolog model	Staphylococcus hominis	0	0.82	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic
ARO:3003995	Clostridioides difficile gyrA conferring resistance to fluoroquinolones	2550	protein variant model	Clostridioides difficile	0	23.97	13	0	perfect_strict	antibiotic target alteration; fluoroquinolone antibiotic; nybomycin
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter baumannii	3.17	48	39.29	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Salmonella enterica	0.23	0.48	0.25	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella pneumoniae	0.91	4.35	1.14	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Pseudomonas aeruginosa	4.82	0.33	0.52	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Proteus mirabilis	12.5	2.06	13.16	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter pittii	5.13	7.33	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella oxytoca	1.67	1.56	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Vibrio cholerae	6.67	1.11	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Aeromonas hydrophila	2.94	1.37	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Pseudomonas stutzeri	0	3.37	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Pasteurella multocida	0	0	6.1	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter freundii	1.08	5.83	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Morganella morganii	0	7.46	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Morganella morganii	0	7.46	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Providencia rettgeri	8	18.42	22.22	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Providencia stuartii	4.35	10	9.09	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter lwoffii	0	10.53	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter johnsonii	3.77	16	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter johnsonii	3.77	24	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter hormaechei	2.27	2.35	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter werkmanii	0	15.38	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Vibrio parahaemolyticus	0	0.07	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Aeromonas veronii	3.23	0	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter kobei	0	9.57	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Raoultella planticola	0	6.9	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter junii	33.33	9.09	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Alcaligenes faecalis	25	0	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shigella boydii	0	1.15	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter defluvii	12.5	0	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter towneri	36.36	37.5	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter towneri	45.45	37.5	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter portucalensis	1.92	2.78	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter roggenkampii	0	4.39	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter roggenkampii	0	4.39	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella michiganensis	1.65	2.4	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella quasipneumoniae	0.33	10.66	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shewanella putrefaciens	0	12.5	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shewanella putrefaciens	0	12.5	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter wuhouensis	13.64	100	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Raoultella planticola	0	6.9	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Leclercia adecarboxylata	0	5.26	8.33	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella michiganensis	1.65	2.4	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Comamonas testosteroni	50	6.67	20	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter defluvii	12.5	0	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter indicus	10.64	2.94	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter indicus	12.77	2.94	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Moraxella osloensis	0	0	11.11	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shigella boydii	0	1.15	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Moraxella osloensis	0	0	11.11	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter junii	33.33	9.09	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter lwoffii	0	10.53	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Aeromonas veronii	3.23	0	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter kobei	0	6.38	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter nosocomialis	3.28	3.6	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter werkmanii	0	15.38	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter hormaechei	2.27	2.58	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Providencia stuartii	4.35	10	9.09	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter cloacae	0.84	2.96	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Proteus vulgaris	25	8.33	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Proteus vulgaris	25	16.67	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Providencia rettgeri	8	18.42	22.22	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Enterobacter cloacae	0.84	3.55	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter haemolyticus	2.56	0	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter freundii	1.08	5.34	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Proteus mirabilis	12.5	2.06	13.16	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Aeromonas hydrophila	2.94	1.37	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Pseudomonas stutzeri	0	3.37	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella oxytoca	1.67	1.56	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Serratia marcescens	1.45	0.36	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Vibrio cholerae	6.67	1.11	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Serratia marcescens	1.45	0.36	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter pittii	5.77	7.33	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Pseudomonas aeruginosa	4.82	0.33	0.52	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Escherichia coli	0.07	0.11	0.06	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Escherichia coli	0.08	0.11	0.06	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella pneumoniae	0.99	4.62	1.14	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter baumannii	3.24	49.37	41.07	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Salmonella enterica	0.23	0.48	0.25	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter nosocomialis	3.28	2.7	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Comamonas testosteroni	50	6.67	20	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Klebsiella quasipneumoniae	0.33	11.85	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Leclercia adecarboxylata	0	5.26	8.33	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Citrobacter portucalensis	1.92	2.78	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3003741	mphE	2614	protein homolog model	Acinetobacter wuhouensis	13.64	100	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3004033	tetB(46)	2644	protein homolog model	Serratia marcescens	0	0.18	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter baumannii	0	77.68	78.93	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter baumannii	0	99.24	99.64	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter pittii	0	69.83	69.57	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter nosocomialis	0	8.11	10	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Stenotrophomonas maltophilia	0	0.22	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter nosocomialis	0	99.1	100	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
ARO:3000620	adeL	2654	protein homolog model	Acinetobacter pittii	0	0.43	0	0	perfect	antibiotic efflux; fluoroquinolone antibiotic; tetracycline antibiotic
